video_id,start_frame,end_frame,label,player_side
1,54808,54808,drive,left
1,58825,58825,short_service,left
1,58848,58848,lob,left
1,58878,58878,drop,left
1,58906,58906,net_shot,left
1,58935,58935,lob,left
1,58981,58981,smash,left
1,58995,58995,defensive_shot,left
1,59028,59028,lob,left
1,59069,59069,drop,left
1,59091,59091,push/rush,left
1,59114,59114,defensive_shot,left
1,59133,59133,net_shot,left
1,64487,64487,short_service,left
1,64511,64511,push/rush,left
1,64526,64526,drop,left
1,64546,64546,net_shot,left
1,64570,64570,net_shot,left
1,64598,64598,lob,left
1,64629,64629,drop,left
1,64652,64652,push/rush,left
1,64675,64675,smash,left
1,64686,64686,defensive_shot,left
1,67129,67129,short_service,left
1,67147,67147,net_shot,left
1,67172,67172,lob,left
1,67217,67217,smash,left
1,67234,67234,defensive_shot,left
1,67262,67262,net_shot,left
1,67287,67287,lob,left
1,67329,67329,clear,left
1,67376,67376,smash,left
1,67394,67394,defensive_shot,left
1,67429,67429,drop,left
1,67450,67450,push/rush,left
1,67471,67471,clear,left
1,67514,67514,smash,left
1,67529,67529,defensive_shot,left
1,69271,69271,short_service,left
1,69293,69293,push/rush,left
1,69320,69320,drive,left
1,69337,69337,drive,left
1,69349,69349,drive,left
1,69366,69366,drive,left
1,69380,69380,defensive_shot,left
1,69409,69409,net_shot,left
1,69432,69432,lob,left
1,69471,69471,clear,left
1,69500,69500,smash,left
1,69516,69516,defensive_shot,left
1,69551,69551,lob,left
1,69610,69610,drive,left
1,71660,71660,short_service,left
1,71682,71682,net_shot,left
1,71710,71710,lob,left
1,71748,71748,drop,left
1,71765,71765,push/rush,left
1,71798,71798,clear,left
1,71827,71827,drop,left
1,71850,71850,net_shot,left
1,71876,71876,lob,left
1,71916,71916,drop,left
1,71941,71941,lob,left
1,71973,71973,drop,left
1,72001,72001,net_shot,left
1,72026,72026,lob,left
1,72066,72066,clear,left
1,72103,72103,clear,left
1,72151,72151,clear,left
1,72184,72184,clear,left
1,72217,72217,smash,left
1,72233,72233,defensive_shot,left
1,72265,72265,lob,left
1,72306,72306,drop,left
1,72332,72332,lob,left
1,72361,72361,smash,left
1,73333,73333,short_service,left
1,73349,73349,drive,left
1,73359,73359,defensive_shot,left
1,73375,73375,drive,left
1,73396,73396,drive,left
1,73418,73418,net_shot,left
1,73445,73445,push/rush,left
1,73463,73463,smash,left
1,73471,73471,drive,left
1,76352,76352,short_service,left
1,76376,76376,push/rush,left
1,76399,76399,defensive_shot,left
1,76435,76435,drop,left
1,76457,76457,net_shot,left
1,76482,76482,lob,left
1,76522,76522,drop,left
1,76545,76545,net_shot,left
1,76572,76572,lob,left
1,76607,76607,smash,left
1,76626,76626,defensive_shot,left
1,76653,76653,defensive_shot,left
1,78752,78752,short_service,left
1,78772,78772,push/rush,left
1,78781,78781,drive,left
1,78803,78803,push/rush,left
1,78826,78826,clear,left
1,79370,79370,short_service,left
1,79390,79390,net_shot,left
1,79411,79411,net_shot,left
1,79436,79436,push/rush,left
1,79467,79467,drop,left
1,79492,79492,net_shot,left
1,79518,79518,lob,left
1,79558,79558,drop,left
1,79584,79584,net_shot,left
1,79609,79609,push/rush,left
1,79624,79624,defensive_shot,left
1,79649,79649,smash,left
1,85526,85526,short_service,left
1,85544,85544,net_shot,left
1,85570,85570,lob,left
1,85603,85603,smash,left
1,85613,85613,defensive_shot,left
1,85646,85646,lob,left
1,85693,85693,smash,left
1,86988,86988,short_service,left
1,87008,87008,lob,left
1,87048,87048,clear,left
1,87083,87083,drop,left
1,87105,87105,push/rush,left
1,87128,87128,smash,left
1,87138,87138,defensive_shot,left
1,87167,87167,lob,left
1,87203,87203,drop,left
1,87221,87221,lob,left
1,87257,87257,drop,left
1,87274,87274,net_shot,left
1,87301,87301,lob,left
1,87333,87333,drop,left
1,87359,87359,net_shot,left
1,87389,87389,lob,left
1,87429,87429,smash,left
1,87442,87442,defensive_shot,left
1,87470,87470,push/rush,left
1,87492,87492,defensive_shot,left
1,87517,87517,net_shot,left
1,87546,87546,lob,left
1,87587,87587,drop,left
1,87611,87611,net_shot,left
1,87642,87642,net_shot,left
1,87668,87668,lob,left
1,87708,87708,drop,left
1,87731,87731,net_shot,left
1,87760,87760,net_shot,left
1,87784,87784,lob,left
1,87830,87830,smash,left
1,87842,87842,defensive_shot,left
1,87868,87868,defensive_shot,left
2,75367,75367,long_service,left
2,75399,75399,smash,right
2,75422,75422,defensive_shot,left
2,75449,75449,lob,right
2,75488,75488,smash,left
2,76765,76765,long_service,left
2,76816,76816,drop,right
2,76821,76821,push/rush,left
2,76853,76853,clear,right
2,76882,76882,smash,left
2,76897,76897,defensive_shot,right
2,76923,76923,net_shot,left
2,76952,76952,net_shot,right
2,76979,76979,push/rush,left
2,79248,79248,short_service,left
2,79276,79276,net_shot,right
2,79301,79301,lob,left
2,79344,79344,clear,right
2,79391,79391,smash,left
2,81213,81213,short_service,left
2,81238,81238,net_shot,right
2,81264,81264,lob,left
2,81306,81306,clear,right
2,81338,81338,smash,left
2,81349,81349,defensive_shot,right
2,91263,91263,short_service,left
2,91287,91287,net_shot,right
2,91311,91311,net_shot,left
2,91339,91339,net_shot,right
2,91365,91365,net_shot,left
2,107341,107341,short_service,left
2,107360,107360,net_shot,right
2,107389,107389,push/rush,left
2,107424,107424,clear,right
2,107447,107447,smash,left
2,107459,107459,defensive_shot,right
2,107514,107514,smash,left
2,107517,107517,defensive_shot,right
2,107536,107536,drive,left
2,107547,107547,push/rush,right
2,107573,107573,drop,left
2,107599,107599,net_shot,right
2,107636,107636,lob,left
2,107695,107695,smash,right
2,107714,107714,defensive_shot,left
2,107731,107731,drive,right
2,107744,107744,push/rush,left
2,107771,107771,clear,right
2,107806,107806,clear,left
2,107845,107845,smash,right
2,107860,107860,defensive_shot,left
2,110143,110143,short_service,left
2,110170,110170,net_shot,right
2,110194,110194,push/rush,left
2,110232,110232,drop,right
2,110258,110258,push/rush,left
2,110292,110292,drive,right
2,110307,110307,defensive_shot,left
2,110332,110332,net_shot,right
2,110360,110360,push/rush,left
2,110399,110399,drop,right
2,110424,110424,push/rush,left
2,110457,110457,drop,right
2,110486,110486,net_shot,left
2,110511,110511,lob,right
2,110574,110574,smash,left
2,110586,110586,defensive_shot,right
2,110605,110605,drop,left
2,110629,110629,lob,right
2,110675,110675,clear,left
2,110702,110702,drop,right
2,110729,110729,push/rush,left
2,110766,110766,clear,right
2,110798,110798,clear,left
2,110826,110826,drop,right
2,110853,110853,push/rush,left
2,110886,110886,clear,right
2,110920,110920,clear,left
2,110948,110948,clear,right
2,110989,110989,clear,left
2,111009,111009,clear,right
2,111041,111041,drop,left
2,12500,12500,long_service,right
2,12558,12558,smash,left
2,12572,12572,defensive_shot,right
2,12602,12602,push/rush,left
2,12631,12631,smash,right
2,12653,12653,push/rush,left
2,12677,12677,drop,right
2,12700,12700,net_shot,left
2,12726,12726,push/rush,right
2,12760,12760,clear,left
2,12793,12793,smash,right
2,12811,12811,net_shot,left
2,12842,12842,net_shot,right
2,12870,12870,push/rush,left
2,12931,12931,drop,right
2,12936,12936,net_shot,left
2,14863,14863,long_service,right
2,14923,14923,smash,left
2,14939,14939,net_shot,right
2,14961,14961,push/rush,left
2,14983,14983,smash,right
2,14997,14997,net_shot,left
2,15020,15020,net_shot,right
2,15049,15049,net_shot,left
2,15075,15075,push/rush,right
2,21544,21544,short_service,left
2,21563,21563,net_shot,right
2,21588,21588,push/rush,left
2,21625,21625,drop,right
2,21640,21640,push/rush,left
2,26296,26296,short_service,left
2,26325,26325,push/rush,right
2,26358,26358,smash,left
2,26377,26377,defensive_shot,right
2,26406,26406,net_shot,left
2,26436,26436,push/rush,right
2,26470,26470,clear,left
2,26531,26531,smash,right
2,26531,26531,defensive_shot,left
2,26552,26552,push/rush,right
2,26587,26587,clear,left
2,26619,26619,clear,right
2,26660,26660,drop,left
2,26684,26684,push/rush,right
2,26710,26710,smash,left
2,26742,26742,defensive_shot,right
2,26747,26747,push/rush,left
2,26767,26767,smash,right
2,26781,26781,defensive_shot,left
2,28178,28178,short_service,left
2,28204,28204,net_shot,right
2,28230,28230,push/rush,left
2,28263,28263,smash,right
2,28278,28278,defensive_shot,left
2,28296,28296,smash,right
2,28305,28305,defensive_shot,left
2,28324,28324,smash,right
2,28336,28336,defensive_shot,left
2,28351,28351,smash,right
2,28367,28367,defensive_shot,left
2,31638,31638,long_service,right
2,31696,31696,smash,left
2,31711,31711,defensive_shot,right
2,31730,31730,smash,left
2,31742,31742,defensive_shot,right
2,31756,31756,push/rush,left
2,32248,32248,long_service,right
2,32288,32288,smash,left
2,32305,32305,defensive_shot,right
2,32323,32323,push/rush,left
2,32349,32349,clear,right
2,32390,32390,drop,left
2,32409,32409,net_shot,right
2,32440,32440,push/rush,left
2,32486,32486,drop,right
2,32486,32486,net_shot,left
2,32510,32510,push/rush,right
2,32546,32546,smash,left
2,33073,33073,short_service,left
2,33093,33093,push/rush,right
2,33119,33119,clear,left
2,33152,33152,smash,right
2,33167,33167,defensive_shot,left
2,33191,33191,drive,right
2,33232,33232,lob,left
2,33267,33267,drop,right
2,33288,33288,push/rush,left
2,33323,33323,drive,right
2,33339,33339,push/rush,left
2,33366,33366,drop,right
2,33392,33392,push/rush,left
2,33430,33430,smash,right
2,33451,33451,defensive_shot,left
2,33479,33479,push/rush,right
2,33492,33492,drive,left
2,33507,33507,smash,right
2,33520,33520,drive,left
2,33532,33532,push/rush,right
2,33550,33550,drop,left
2,33576,33576,push/rush,right
2,33607,33607,clear,left
2,33626,33626,drop,right
2,33649,33649,push/rush,left
2,33675,33675,smash,right
2,33691,33691,defensive_shot,left
2,33718,33718,drive,right
2,33747,33747,push/rush,left
2,33777,33777,push/rush,right
2,35880,35880,short_service,left
2,35908,35908,net_shot,right
2,35938,35938,lob,left
2,35981,35981,drop,right
2,36005,36005,net_shot,left
2,42857,42857,long_service,right
2,42918,42918,smash,left
2,42931,42931,defensive_shot,right
2,42965,42965,smash,left
2,42981,42981,defensive_shot,right
2,43006,43006,net_shot,left
2,43038,43038,lob,right
2,43089,43089,clear,left
2,43110,43110,clear,right
2,43148,43148,clear,left
2,43175,43175,drop,right
2,43203,43203,push/rush,left
2,43227,43227,drop,right
2,43251,43251,net_shot,left
2,43278,43278,net_shot,right
2,43305,43305,net_shot,left
2,43329,43329,push/rush,right
2,43340,43340,clear,left
2,43381,43381,clear,right
2,43410,43410,drop,left
2,44809,44809,long_service,right
2,44869,44869,clear,left
2,44893,44893,smash,right
2,44910,44910,defensive_shot,left
2,44944,44944,drop,right
2,46259,46259,long_service,right
2,46315,46315,clear,left
2,46343,46343,clear,right
2,46396,46396,drop,left
2,46402,46402,net_shot,right
2,46431,46431,lob,left
2,46474,46474,clear,right
2,46509,46509,smash,left
2,49491,49491,short_service,left
2,49517,49517,net_shot,right
2,49544,49544,net_shot,left
2,49567,49567,lob,right
2,49616,49616,drop,left
2,49640,49640,push/rush,right
2,49670,49670,drop,left
2,49701,49701,push/rush,right
2,49736,49736,clear,left
2,49771,49771,drop,right
2,49795,49795,net_shot,left
2,49826,49826,net_shot,right
2,49848,49848,push/rush,left
2,53359,53359,short_service,left
2,53382,53382,push/rush,right
2,53412,53412,drop,left
2,53441,53441,net_shot,right
2,53468,53468,lob,left
2,53522,53522,smash,right
2,53540,53540,net_shot,left
2,53569,53569,net_shot,right
2,53599,53599,lob,left
2,53656,53656,drop,right
2,54108,54108,short_service,left
2,54131,54131,push/rush,right
2,54142,54142,drive,left
2,54158,54158,clear,right
2,54187,54187,smash,left
2,59345,59345,short_service,left
2,59370,59370,lob,right
2,59405,59405,smash,left
2,59426,59426,net_shot,right
2,59456,59456,net_shot,left
2,59481,59481,lob,right
2,61862,61862,short_service,left
2,61886,61886,lob,right
2,61925,61925,clear,left
2,61956,61956,smash,right
2,61970,61970,defensive_shot,left
2,61993,61993,net_shot,right
2,62022,62022,net_shot,left
2,62055,62055,net_shot,right
2,65482,65482,short_service,left
2,65508,65508,lob,right
2,65548,65548,clear,left
2,65574,65574,clear,right
2,65600,65600,clear,left
2,65634,65634,clear,right
2,65669,65669,drop,left
2,67897,67897,long_service,right
2,67956,67956,smash,left
2,67970,67970,defensive_shot,right
2,67998,67998,net_shot,left
2,68023,68023,net_shot,right
2,68051,68051,net_shot,left
2,68080,68080,net_shot,right
2,68098,68098,push/rush,left
3,74533,74533,short_service,left
3,74553,74553,push/rush,left
3,74586,74586,clear,left
3,74619,74619,drop,left
3,74641,74641,defensive_shot,left
3,74670,74670,net_shot,left
3,74700,74700,lob,left
3,74746,74746,clear,left
3,75118,75118,short_service,left
3,75143,75143,push/rush,left
3,75174,75174,clear,left
3,75212,75212,drop,left
3,75231,75231,net_shot,left
3,75264,75264,net_shot,left
3,75289,75289,lob,left
3,75338,75338,smash,left
3,75357,75357,defensive_shot,left
3,75381,75381,push/rush,left
3,75417,75417,clear,left
3,76119,76119,short_service,left
3,76139,76139,push/rush,left
3,76177,76177,clear,left
3,76207,76207,drop,left
3,76232,76232,net_shot,left
3,76256,76256,push/rush,left
3,76288,76288,clear,left
3,76322,76322,smash,left
3,76847,76847,short_service,left
3,76865,76865,net_shot,left
3,76897,76897,lob,left
3,76932,76932,clear,left
3,76954,76954,smash,left
3,77450,77450,short_service,left
3,77470,77470,net_shot,left
3,77492,77492,lob,left
3,77530,77530,drop,left
3,77557,77557,push/rush,left
3,77587,77587,clear,left
3,77624,77624,smash,left
3,77641,77641,defensive_shot,left
3,78954,78954,short_service,left
3,78968,78968,net_shot,left
3,78994,78994,lob,left
3,79051,79051,smash,left
3,79063,79063,defensive_shot,left
3,79090,79090,push/rush,left
3,79102,79102,defensive_shot,left
3,79113,79113,smash,left
3,80479,80479,short_service,left
3,80499,80499,push/rush,left
3,80534,80534,clear,left
3,80578,80578,smash,left
3,80597,80597,defensive_shot,left
3,80624,80624,net_shot,left
3,80670,80670,lob,left
3,80706,80706,drive,left
3,80726,80726,defensive_shot,left
3,80755,80755,push/rush,left
3,80791,80791,drive,left
3,80807,80807,push/rush,left
3,80837,80837,drop,left
3,80859,80859,push/rush,left
3,80890,80890,drop,left
3,80918,80918,push/rush,left
3,82131,82131,short_service,left
3,82152,82152,push/rush,left
3,82185,82185,clear,left
3,82221,82221,clear,left
3,82256,82256,drop,left
3,82299,82299,net_shot,left
3,82304,82304,lob,left
3,82342,82342,clear,left
3,82370,82370,smash,left
3,82384,82384,defensive_shot,left
3,82404,82404,net_shot,left
3,82430,82430,net_shot,left
3,82454,82454,push/rush,left
3,82499,82499,drop,left
3,83362,83362,short_service,left
3,83382,83382,net_shot,left
3,83402,83402,push/rush,left
3,83444,83444,drop,left
3,83463,83463,net_shot,left
3,83490,83490,net_shot,left
3,83515,83515,net_shot,left
3,83541,83541,net_shot,left
3,83567,83567,push/rush,left
3,83605,83605,drop,left
3,83632,83632,net_shot,left
3,83659,83659,net_shot,left
3,83683,83683,lob,left
3,83733,83733,drop,left
3,83758,83758,net_shot,left
3,83782,83782,net_shot,left
3,83805,83805,lob,left
3,83864,83864,drop,left
3,83887,83887,push/rush,left
3,83915,83915,drop,left
3,83941,83941,net_shot,left
3,83967,83967,push/rush,left
3,84008,84008,clear,left
3,84049,84049,smash,left
3,84066,84066,defensive_shot,left
3,84098,84098,push/rush,left
3,84137,84137,clear,left
3,84181,84181,smash,left
3,84197,84197,defensive_shot,left
3,84224,84224,drive,left
3,84241,84241,push/rush,left
3,85900,85900,short_service,left
3,85921,85921,push/rush,left
3,85948,85948,smash,left
3,85959,85959,defensive_shot,left
3,85979,85979,defensive_shot,left
3,85996,85996,lob,left
3,88097,88097,short_service,left
3,88116,88116,push/rush,left
3,88151,88151,clear,left
3,88182,88182,smash,left
3,88207,88207,defensive_shot,left
3,88231,88231,drive,left
3,89044,89044,short_service,left
3,89064,89064,lob,left
3,89100,89100,drop,left
3,89121,89121,net_shot,left
3,89150,89150,push/rush,left
3,89179,89179,smash,left
3,91230,91230,short_service,left
3,91250,91250,net_shot,left
3,91281,91281,lob,left
3,91331,91331,smash,left
3,91342,91342,defensive_shot,left
3,91362,91362,smash,left
3,91378,91378,defensive_shot,left
3,92707,92707,short_service,left
3,92728,92728,push/rush,left
3,92757,92757,smash,left
3,92772,92772,drive,left
3,92788,92788,defensive_shot,left
3,92809,92809,push/rush,left
3,92832,92832,drop,left
3,94000,94000,short_service,left
3,94023,94023,push/rush,left
3,94060,94060,smash,left
3,94077,94077,defensive_shot,left
3,94105,94105,net_shot,left
3,94132,94132,net_shot,left
3,94157,94157,lob,left
3,94219,94219,smash,left
3,94234,94234,defensive_shot,left
3,94263,94263,net_shot,left
3,94288,94288,net_shot,left
3,94313,94313,push/rush,left
3,94341,94341,smash,left
3,94351,94351,defensive_shot,left
3,97067,97067,short_service,left
3,97086,97086,push/rush,left
3,97120,97120,smash,left
3,97141,97141,defensive_shot,left
3,97170,97170,drop,left
3,97198,97198,net_shot,left
3,97223,97223,push/rush,left
3,97234,97234,defensive_shot,left
3,97699,97699,short_service,left
3,97719,97719,push/rush,left
3,97744,97744,drop,left
3,97768,97768,net_shot,left
3,97800,97800,net_shot,left
3,97820,97820,lob,left
3,97877,97877,smash,left
3,97906,97906,defensive_shot,left
3,97912,97912,defensive_shot,left
3,97930,97930,defensive_shot,left
3,97957,97957,push/rush,left
3,97987,97987,drop,left
3,12399,12399,short_service,left
3,12411,12411,drive,left
3,12421,12421,drive,left
3,12434,12434,defensive_shot,left
3,12458,12458,push/rush,left
3,12482,12482,smash,left
3,12495,12495,defensive_shot,left
3,12521,12521,net_shot,left
3,12548,12548,push/rush,left
3,12578,12578,smash,left
3,12590,12590,defensive_shot,left
3,15891,15891,short_service,left
3,15914,15914,net_shot,left
3,15938,15938,lob,left
3,15980,15980,smash,left
3,15994,15994,defensive_shot,left
3,16023,16023,drive,left
3,16036,16036,drive,left
3,16050,16050,drive,left
3,16068,16068,net_shot,left
3,16095,16095,net_shot,left
3,16125,16125,push/rush,left
3,16160,16160,drive,left
3,16176,16176,defensive_shot,left
3,16198,16198,push/rush,left
3,16207,16207,defensive_shot,left
3,16226,16226,net_shot,left
3,16249,16249,lob,left
3,16288,16288,clear,left
3,16327,16327,drop,left
3,17434,17434,short_service,left
3,17456,17456,push/rush,left
3,17494,17494,drop,left
3,17517,17517,push/rush,left
3,17542,17542,smash,left
3,17572,17572,defensive_shot,left
3,17572,17572,lob,left
3,17622,17622,smash,left
3,17648,17648,defensive_shot,left
3,18091,18091,short_service,left
3,18112,18112,push/rush,left
3,18146,18146,drop,left
3,18166,18166,push/rush,left
3,18189,18189,drop,left
3,19456,19456,short_service,left
3,19485,19485,lob,left
3,19520,19520,clear,left
3,19566,19566,smash,left
3,19581,19581,defensive_shot,left
3,19606,19606,smash,left
3,20164,20164,short_service,left
3,20187,20187,net_shot,left
3,20215,20215,net_shot,left
3,20240,20240,net_shot,left
3,20263,20263,lob,left
3,20332,20332,smash,left
3,20349,20349,defensive_shot,left
3,20373,20373,push/rush,left
3,22553,22553,short_service,left
3,22574,22574,push/rush,left
3,22609,22609,drop,left
3,22630,22630,net_shot,left
3,22658,22658,net_shot,left
3,22678,22678,net_shot,left
3,22702,22702,push/rush,left
3,22702,22702,defensive_shot,left
3,26391,26391,long_service,left
3,26423,26423,smash,left
3,26435,26435,net_shot,left
3,26461,26461,defensive_shot,left
3,26485,26485,net_shot,left
3,26503,26503,push/rush,left
3,28148,28148,short_service,left
3,28167,28167,push/rush,left
3,28197,28197,smash,left
3,28209,28209,defensive_shot,left
3,28244,28244,push/rush,left
3,28249,28249,defensive_shot,left
3,28263,28263,defensive_shot,left
3,28733,28733,short_service,left
3,28755,28755,net_shot,left
3,28780,28780,lob,left
3,28820,28820,smash,left
3,28839,28839,defensive_shot,left
3,28869,28869,push/rush,left
3,28902,28902,clear,left
3,28932,28932,clear,left
3,28972,28972,drop,left
3,28995,28995,net_shot,left
3,29023,29023,net_shot,left
3,29455,29455,short_service,left
3,29477,29477,lob,left
3,29504,29504,drop,left
3,29522,29522,drive,left
3,29538,29538,drive,left
3,29555,29555,defensive_shot,left
3,29584,29584,push/rush,left
3,29614,29614,smash,left
3,30105,30105,short_service,left
3,30126,30126,push/rush,left
3,30164,30164,clear,left
3,30201,30201,smash,left
3,30219,30219,defensive_shot,left
3,30630,30630,short_service,left
3,30654,30654,net_shot,left
3,30674,30674,net_shot,left
3,30694,30694,net_shot,left
3,30728,30728,lob,left
3,30771,30771,smash,left
3,32688,32688,short_service,left
3,32708,32708,push/rush,left
3,32740,32740,clear,left
3,32776,32776,smash,left
3,32797,32797,defensive_shot,left
3,34023,34023,short_service,left
3,34041,34041,net_shot,left
3,34070,34070,net_shot,left
3,34099,34099,lob,left
3,34149,34149,smash,left
3,34165,34165,net_shot,left
3,34192,34192,push/rush,left
3,34217,34217,drop,left
3,34243,34243,push/rush,left
3,34281,34281,drop,left
3,34306,34306,net_shot,left
3,34340,34340,lob,left
3,34385,34385,clear,left
3,34419,34419,clear,left
3,34457,34457,clear,left
3,34489,34489,smash,left
3,34502,34502,defensive_shot,left
3,34535,34535,drive,left
3,34568,34568,drop,left
3,34590,34590,push/rush,left
3,35348,35348,short_service,left
3,35370,35370,push/rush,left
3,35403,35403,clear,left
3,35435,35435,clear,left
3,35476,35476,smash,left
3,35491,35491,defensive_shot,left
3,35517,35517,drive,left
3,35530,35530,drive,left
3,35545,35545,net_shot,left
3,35570,35570,net_shot,left
3,35598,35598,net_shot,left
3,40278,40278,short_service,left
3,40304,40304,push/rush,left
3,40336,40336,smash,left
3,40350,40350,defensive_shot,left
3,40381,40381,lob,left
3,40423,40423,smash,left
3,41630,41630,short_service,left
3,41652,41652,net_shot,left
3,41680,41680,net_shot,left
3,41710,41710,net_shot,left
3,41736,41736,lob,left
3,41803,41803,smash,left
3,41842,41842,defensive_shot,left
3,41848,41848,push/rush,left
3,41888,41888,drop,left
3,41905,41905,defensive_shot,left
3,41953,41953,defensive_shot,left
3,41953,41953,push/rush,left
3,41990,41990,clear,left
3,42020,42020,smash,left
3,42037,42037,defensive_shot,left
3,42067,42067,net_shot,left
3,42546,42546,short_service,left
3,42566,42566,push/rush,left
3,42596,42596,smash,left
3,42612,42612,defensive_shot,left
3,42639,42639,push/rush,left
3,49133,49133,short_service,left
3,49154,49154,push/rush,left
3,49196,49196,drop,left
3,49216,49216,defensive_shot,left
3,49238,49238,push/rush,left
3,49270,49270,clear,left
3,49323,49323,smash,left
3,49337,49337,net_shot,left
3,49367,49367,net_shot,left
